Benchmark,Mode,Version,Model,Type,Size,List Name,Unordered Pairs Before,Unordered Pairs After,Unordered Neighbors Before,Unordered Neighbors After,Missing Items,Additional Items,Length Difference,Parsed,HasError,ErrorType,IsList,HasEllipsis,RequiredTypeParsing,Unordered Pairs (%),Unordered Neighbors (%),Missing Items (%),Additional Items (%),Absolute Length Difference (%),Validity Score,Sorting Score,Faithfulness Score,SortBench Score
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,2,list_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,2,list_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,2,list_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,2,list_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,2,list_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,2,list_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,llama3.1,English-Duplicate,4,list_10,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,deepseekr1,English-Duplicate,4,list_10,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o-mini,English-Duplicate,4,list_10,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,gpt-4o,English-Duplicate,4,list_10,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-haiku-20241022,English-Duplicate,4,list_10,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,debug,v1.0,claude-3-5-sonnet-20241022,English-Duplicate,4,list_10,4.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
